code,transcript,region,nafa,natural_area,municipal_status,metropolin,religion,total_pop_2017,jews_and_others,jews,arabs,foundation_year,locality_shape,organizational_belong,coordinates,altitude,planning_comitee,juristiction,year,name,gov_map_link
1293,GIV'AT AVNI,2,22,222,3,,1,1991,2,2,,1991,370,,2414274234,282,206,10004552,2017,Giv'at Avni,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1293
1288,GIV'AT ELA,2,23,237,9,,1,1947,1.9,1.9,,1988,370,13,2232873633,262,254,10004411,2017,Giv'at Ela,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1288
147,GIV'AT BRENNER,4,44,441,28,143,1,2669,2.7,2.6,,1928,193,,1813164156,59,456,15002488,2017,Giv'at Brenner,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=147
870,GIV'AT HASHELOSHA,4,42,422,20,142,1,816,0.8,0.8,,1925,330,15,1927366719,30,417,10002116,2017,Giv'at HaShelosha,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=870
3730,GIV'AT ZE'EV,7,74,,99,445,1,17323,17.3,17.1,,1983,170,,2159264036,731,705,10002489,2017,Giv'at Ze'ev,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3730
207,GIV'AT HEN,4,42,421,20,131,1,355,0.4,0.4,,1933,310,1,1883167498,61,417,10002133,2017,Giv'at Hen,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=207
1740, ,3,32,324,14,,,,,,,,520,,2022970711,,351,15002436,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1740
2018,GIV'AT HAYYIM (IHUD),4,41,411,16,141,1,1088,1.1,1.1,,1932,330,15,1938370064,22,409,15000060,2017,Giv'at Hayyim (Ihud),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2018
173,GIV'AT HAYYIM(ME'UHAD),4,41,411,16,141,1,990,1,1,,1932,330,15,1937069975,20,409,15000060,2017,Giv'at Hayyim(Me'uhad),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=173
4021,GIV'AT YO'AV,2,29,294,71,,1,690,0.7,0.7,,1968,310,1,2641674503,312,219,10004579,2017,Giv'at Yo'av,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4021
787,GIV'AT YE'ARIM,1,11,111,26,444,1,1467,1.5,1.4,,1950,310,1,2088063269,694,151,15000597,2017,Giv'at Ye'arim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=787
919,GIV'AT YESHA'YAHU,1,11,112,26,444,1,846,0.8,0.8,,1958,310,6,1948961988,299,151,15000597,2017,Giv'at Yesha'yahu,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=919
802,GIV'AT KOAH,4,42,422,25,142,1,911,0.9,0.9,,1950,310,1,1940765983,69,424,10002168,2017,Giv'at Koah,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=802
360,GIV'AT NILI,3,32,323,45,,1,760,0.8,0.8,,1953,310,9,2041471707,136,351,10004233,2017,Giv'at Nili,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=360
703,GIV'AT OZ,2,23,234,13,,1,487,0.5,0.5,,1949,330,15,2189071785,113,254,10004249,2017,Giv'at Oz,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=703
681,GIV'AT SHEMU'EL,4,42,422,0,132,1,25776,25.7,25.4,,1942,160,,1860266489,48,427,10001516,2017,Giv'at Shemu'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=681
566,GIV'AT SHEMESH,1,11,112,26,444,1,86,0.1,0.1,,1954,340,,1955163138,256,151,15000597,2017,Giv'at Shemesh,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=566
1077,GIV'AT SHAPPIRA,4,41,411,16,141,1,414,0.4,0.4,,1958,310,10,1886069600,37,409,15000060,2017,Giv'at Shappira,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1077
793,GIV'ATI,6,61,611,33,143,1,1002,1,1,,1950,310,1,1698062683,37,616,10001821,2017,Giv'ati,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=793
6300,GIV'ATAYIM,5,52,512,0,122,1,59518,59.5,57.6,,1922,150,,1822066430,42,503,10001533,2017,Giv'atayim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=6300
342,GEVAR'AM,6,61,614,36,,1,457,0.5,0.4,,1942,330,15,1632461117,87,633,10001829,2017,Gevar'am,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=342
133,GEVAT,2,23,234,9,,1,908,0.9,0.9,,1926,330,15,2202173114,93,254,10004411,2017,Gevat,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=133
35,GADOT,2,21,213,1,,1,421,0.4,0.4,,1949,330,15,2582276940,115,253,10004540,2017,Gadot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=35
145,GADISH,2,23,234,8,,1,384,0.4,0.4,,1956,310,1,2232471829,66,204,10000911,2017,Gadish,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=145
442,GID'ONA,2,23,232,8,,1,446,0.4,0.4,,1949,350,,2339371720,-9,204,10000911,2017,Gid'ona,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=442
2550,GEDERA,4,44,441,99,143,1,27498,27.4,26.8,,1884,160,,1792663563,57,453,15002488,2017,Gedera,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2550
1966,,2,29,294,71,,,,,,,,530,,2704074680,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1966
1962,,2,29,292,71,,,,,,,,530,,2709077860,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1962
1964,,2,29,293,71,,,,,,,,530,,2670076100,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1964
852,GONEN,2,21,211,1,,1,354,0.4,0.3,,1951,330,15,2607478109,90,253,10004591,2017,Gonen,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=852
755,GOREN,2,24,244,52,,1,426,0.4,0.4,,1950,310,1,2224377349,368,255,10004302,2017,Goren,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=755
1219,GORNOT HAGALIL,2,24,244,52,,1,181,0.2,0.2,,1980,350,,2236377386,394,255,10004302,2017,Gornot HaGalil,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1219
457,GAZIT,2,23,233,9,,1,702,0.7,0.7,,1948,330,15,2422172720,129,254,10000911,2017,Gazit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=457
370,GEZER,4,43,432,30,143,1,274,0.3,0.3,,1945,330,15,1925264268,122,426,10002228,2017,Gezer,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=370
706,GE'A,6,61,614,36,,1,973,1,1,,1949,310,1,1624261519,54,633,10001829,2017,Ge'a,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=706
196,GIBBETON,4,44,441,28,143,1,347,0.3,0.3,,1933,350,,1811964406,42,456,10002241,2017,Gibbeton,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=196
1043,GIZO,1,11,112,26,,1,210,0.2,0.2,,1968,350,,1943163471,196,151,15000597,2017,Gizo,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1043
1204,GILON,2,24,242,56,241,1,1040,1,1,,1980,370,9,2224875646,302,205,10004465,2017,Gilon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1204
736,GILAT,6,62,622,42,344,1,1411,1.4,1.4,,1949,310,1,1668758193,136,651,10001893,2017,Gilat,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=736
262,GINNOSAR,2,22,221,6,,1,592,0.6,0.6,,1937,330,15,2493075035,-203,214,10004552,2017,Ginnosar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=262
92,GINNEGAR,2,23,234,9,,1,680,0.7,0.7,,1922,330,15,2244572993,107,254,10004411,2017,Ginnegar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=92
863,GINNATON,4,43,432,25,142,1,903,0.9,0.9,,1949,310,1,1919965223,57,424,10002261,2017,Ginnaton,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=863
1206,GITTA,2,24,243,52,,1,289,0.3,0.3,,1980,370,13,2236176356,430,255,10004484,2017,Gitta,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1206
3613,GITTIT,7,75,,75,,1,457,0.5,0.5,,1973,310,9,2375966764,309,712,10003262,2017,Gittit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3613
393,GAL'ON,6,61,611,35,,1,434,0.4,0.4,,1946,330,15,1856261577,199,632,10001813,2017,Gal'on,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=393
3606,GILGAL,7,75,,75,,1,180,0.2,0.2,,1970,330,15,2424165627,-249,712,10003262,2017,Gilgal,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3606
346,GELIL YAM,5,51,511,19,121,1,500,0.5,0.5,,1943,330,15,1842067381,44,401,10001605,2017,Gelil Yam,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=346
1809,,2,21,212,1,,,,,,,,530,,2362077180,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1809
1811,,2,21,212,2,,,,,,,,530,,2438076690,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1811
1810,,2,21,212,55,,,,,,,,530,,2508077340,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1810
1812,,2,21,212,,,,,,,,,530,,2385076890,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1812
1820,,2,22,222,2,,,,,,,,530,,2419075400,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1820
1819,,2,22,222,3,,,,,,,,530,,2426074060,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1819
1821,,2,22,222,6,,,,,,,,530,,2484072760,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1821
1822,,2,22,222,,,,,,,,,530,,2416075000,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1822
369,GAL'ED (EVEN YIZHAQ),2,23,236,13,,1,485,0.5,0.5,,1945,330,15,2074471810,185,254,10000911,2017,Gal'ed (Even Yizhaq),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=369
1997,,6,62,623,,,,,,,,,530,,,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1997
745,GIMZO,4,43,431,25,142,1,1201,1.2,1.2,,1950,310,8,1945464834,105,424,10002261,2017,Gimzo,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=745
1072,GAN HADAROM,4,44,441,32,143,1,599,0.6,0.6,,1953,310,10,1717763475,39,456,10001821,2017,Gan HaDarom,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1072
225,GAN HASHOMERON,3,32,324,14,,1,822,0.8,0.8,,1934,310,10,2000870764,44,351,10004261,2017,Gan HaShomeron,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=225
239,GAN HAYYIM,4,42,421,20,141,1,823,0.8,0.8,,1935,310,1,1912767799,60,417,10002133,2017,Gan Hayyim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=239
734,GAN YOSHIYYA,4,41,412,16,141,1,982,1,1,,1949,310,1,1996469519,32,409,15000060,2017,Gan Yoshiyya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=734
166,GAN YAVNE,4,44,441,99,143,1,23531,23.5,22.7,,1931,160,,1724763297,39,453,10001821,2017,Gan Yavne,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=166
1274,GAN NER,2,23,232,8,,1,2700,2.7,2.6,,1987,190,,2319971531,159,204,10000911,2017,Gan Ner,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1274
311,GAN SOREQ,4,44,442,27,143,1,701,0.7,0.7,,1950,310,1,1775365029,37,456,15002488,2017,Gan Soreq,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=311
144,GAN SHELOMO,4,44,441,28,143,1,550,0.6,0.5,,1927,330,15,1810864289,45,456,15002488,2017,Gan Shelomo,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=144
72,GAN SHEMU'EL,3,32,324,14,,1,905,0.9,0.9,,1913,330,15,1955970650,26,351,10004261,2017,Gan Shemu'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=72
836,GANNOT,4,43,432,40,133,1,616,0.6,0.6,,1953,310,10,1839465836,27,425,10002207,2017,Gannot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=836
549,GANNOT HADAR,4,41,411,18,141,1,956,1,0.9,,1964,350,,1908469191,49,412,15000060,2017,Gannot Hadar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=549
1103,GANNE HADAR,4,43,432,30,143,1,302,0.3,0.3,,1958,350,,1862764289,89,426,10002241,2017,Ganne Hadar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1103
1371,GANNE TAL,4,44,441,31,143,1,792,0.8,0.8,,2010,370,2,1804163294,78,456,15002488,2017,Ganne Tal                                         ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1371
862,GANNE YOHANAN,4,44,441,30,143,1,625,0.6,0.6,,1950,310,1,1848264064,63,426,10002241,2017,Ganne Yohanan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=862
3823,GANNE MODI'IN,7,74,,73,,1,2445,2.4,2.4,,1996,190,,2017564847,,711,10003299,2017,Ganne Modi'in,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3823
218,GANNE AM,4,42,421,20,142,1,248,0.2,0.2,,1934,350,,1908667313,34,417,10002133,2017,Ganne Am,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=218
229,GANNE TIQWA,4,42,422,99,132,1,18240,18.2,18,,1953,170,,1883666301,74,455,10001516,2017,Ganne Tiqwa,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=229
842,GA'ASH,4,41,411,19,141,1,728,0.7,0.7,,1951,330,15,1836668178,29,401,15000060,2017,Ga'ash,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=842
463,GA'TON,2,24,243,4,,1,630,0.6,0.6,,1948,330,15,2204176793,343,201,10004302,2017,Ga'ton,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=463
39,GEFEN,1,11,112,26,,1,420,0.4,0.4,,1955,310,2,1885762761,159,151,15000597,2017,Gefen,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=39
1129,GEROFIT,6,62,625,53,,1,257,0.3,0.2,,1963,330,15,2059542802,118,608,10001955,2017,Gerofit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1129
4022,GESHUR,2,29,294,71,,1,279,0.3,0.3,,1971,330,15,2674574724,347,219,10004579,2017,Geshur,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4022
305,GESHER,2,22,221,7,,1,420,0.4,0.4,,1939,330,15,2519972518,-198,202,10004568,2017,Gesher,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=305
574,GESHER HAZIW,2,24,245,4,241,1,1632,1.6,1.6,,1949,330,15,2108077155,20,201,10004302,2017,Gesher HaZiw,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=574
340,GAT(QIBBUZ),6,61,611,35,,1,779,0.8,0.8,,1941,330,15,1805861511,137,632,10001813,2017,Gat(Qibbuz),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=340
128,GAT RIMMON,4,42,422,20,132,1,292,0.3,0.3,,1926,350,,1888266395,67,417,10002116,2017,Gat Rimmon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=128
494,DALIYAT AL-KARMEL,3,31,311,99,223,2,17201,,,17.2,,270,,2050573325,418,356,10004171,2017,Daliyat Al-Karmel,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=494
146,DEVORA,2,23,234,8,,1,215,0.2,0.2,,1956,310,1,2250571762,69,204,10000911,2017,Devora,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=146
489,DABURIYYA,2,23,237,99,,2,10154,,,10.1,,270,,2351473299,163,251,10000911,2017,Daburiyya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=489
849,DEVIRA,6,62,623,41,341,1,935,0.9,0.9,,1951,330,15,1833659122,309,625,10001937,2017,Devira,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=849
407,DAVERAT,2,23,234,9,,1,429,0.4,0.4,,1946,330,15,2330572809,174,254,10000911,2017,Daverat,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=407
62,DEGANYA ALEF,2,22,221,6,,1,752,0.6,0.6,,1909,330,15,2541873489,-200,214,10004552,2017,Deganya Alef,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=62
79,DEGANYA BET,2,22,221,6,,1,655,0.7,0.6,,1920,330,15,2542173403,-198,214,10004552,2017,Deganya Bet,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=79
1067,DOVEV,2,21,212,2,,1,481,0.5,0.5,,1963,310,1,2383977297,768,209,10004528,2017,Dovev,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1067
3747,DOLEV,7,74,,73,,1,1400,1.4,1.4,,1983,370,11,2127464816,559,711,10003299,2017,Dolev,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3747
738,DOR,3,32,321,15,243,1,420,0.4,0.4,,1949,310,1,1928472374,4,303,10004333,2017,Dor,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=738
336,DOROT,6,61,614,37,,1,812,0.8,0.8,,1941,330,15,1663560173,106,651,10001829,2017,Dorot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=336
475,DAHI,2,23,234,66,,2,665,,,0.7,,450,,2325872519,415,251,10000911,2017,Dahi,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=475
490,DEIR AL-ASAD,2,24,242,99,,2,12106,,,12.1,,270,,2254176009,467,260,15002358,2017,Deir Al-Asad,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=490
492,DEIR HANNA,2,24,241,99,,2,10102,,,10.1,,280,,2348075200,226,262,10004513,2017,Deir Hanna,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=492
493,DEIR RAFAT,1,11,112,26,444,2,88,,,0.1,,440,,1950863156,248,151,15000597,2017,Deir Rafat,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=493
2200,DIMONA,6,62,626,0,,1,33666,33.5,30.3,,1955,160,,2033055318,463,607,10001918,2017,Dimona,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2200
2063,DISHON,2,21,212,55,,1,355,0.4,0.3,,1953,310,6,2488277637,442,253,10004591,2017,Dishon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2063
300,DALIYYA,2,23,236,13,,1,801,0.8,0.7,,1939,330,15,2072972171,204,254,10000911,2017,Daliyya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=300
431,DALTON,2,21,212,2,,1,850,0.9,0.9,,1950,310,2,2460576912,809,209,10004528,2017,Dalton ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=431
1709, ,2,21,212,2,,,,,,,,520,,2451577021,,209,10004528,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1709
1317,DEMEIDE,2,24,241,56,241,2,490,,,0.5,,450,,2216374673,204,205,10004513,2017,Demeide,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1317
303,DAN,2,21,211,1,,1,736,0.7,0.7,,1939,330,15,2612879396,175,253,10004591,2017,Dan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=303
302,DAFNA,2,21,211,1,,1,953,1,0.9,,1939,330,15,2599179280,141,253,10004591,2017,Dafna,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=302
1241,DEQEL,6,62,622,38,,1,333,0.3,0.3,,1982,310,10,1377356740,103,651,10001893,2017,Deqel,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1241
1881,,4,42,421,18,,,,,,,,530,,0,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1881
1882,,4,42,421,20,,,,,,,,530,,1899068100,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1882
1885,,4,42,421,,,,,,,,,530,,1960067130,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1885
1998,,7,77,,,,,,,,,,530,,,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1998
1349,DERIG'AT,6,62,623,69,,2,1153,,,1.2,,450,,2072057882,557,624,10001937,2017,Derig'at,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1349
702,HAON,2,22,221,6,,1,182,0.2,0.2,,1949,330,15,2585973681,-188,214,10004552,2017,HaOn,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=702
675,HABONIM,3,32,321,15,243,1,359,0.4,0.4,,1949,320,15,1939572700,17,303,10004333,2017,HaBonim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=675
356,HAGOSHERIM,2,21,211,1,,1,783,0.8,0.7,,1948,330,15,2585379177,100,253,10004591,2017,HaGosherim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=356
191,HADAR AM,4,41,411,16,141,1,669,0.7,0.7,,1933,310,10,1908869507,26,409,15000060,2017,Hadar Am ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=191
9700,HOD HASHARON,4,42,421,0,131,1,61102,61.1,59.8,,1924,150,,1901767323,37,423,10002133,2017,Hod HaSharon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=9700
1322,HODAYOT,2,22,222,3,,1,360,0.4,0.3,,1959,340,,2410774379,284,206,10004552,2017,Hodayot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1322
726,HODIYYA,6,61,614,36,,1,491,0.5,0.5,,1949,310,1,1660062041,54,633,10001821,2017,Hodiyya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=726
1169,HAWASHLA,6,62,623,,,3,,,,,,460,,2020055900,,699,10001918,2017,Al-Hawashila,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1169
956,HUZAYYEL,6,62,623,,,3,,,,,,460,,1762059080,,699,10001946,2017,Al-Huzayyil,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=956
1186,HOSHA'AYA,2,23,237,9,,1,1993,2,2,,1981,370,2,2276574043,224,254,15002369,2017,Hosha'aya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1186
250,HAZOREA,2,23,235,13,,1,857,0.9,0.8,,1936,330,15,2114872773,64,254,10000911,2017,HaZorea,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=250
307,HAZORE'IM,2,22,222,3,,1,1030,1,1,,1939,310,2,2473873908,-61,206,10004552,2017,HaZore'im,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=307
434,HAHOTERIM,3,32,321,15,223,1,790,0.8,0.8,,1948,330,15,1962573976,15,303,10004710,2017,HaHoterim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=434
684,HAYOGEV,2,23,234,9,,1,683,0.7,0.7,,1949,310,1,2194972416,86,254,10000911,2017,HaYogev,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=684
1208,HILLA,2,24,243,52,,1,566,0.6,0.6,,1980,370,19,2231777125,490,255,10004484,2017,Hilla,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1208
377,HAMA'PIL,4,41,412,16,141,1,829,0.8,0.8,,1945,330,15,1985969829,33,409,15000060,2017,HaMa'pil,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=377
1751, ,4,44,442,,143,,,,,,,520,,1718164583,,,15002488,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1751
677,HASOLELIM,2,23,237,9,242,1,936,0.9,0.9,,1949,330,6,2225673955,171,254,10004426,2017,HaSolelim ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=677
423,HAOGEN,4,41,411,16,141,1,898,0.9,0.9,,1947,330,15,1930669651,15,409,15000060,2017,HaOgen,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=423
1944,,6,62,625,51,,,,,,,,530,,0,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1944
1945,,6,62,625,53,,,,,,,,530,,2062043180,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1945
1946,,6,62,625,54,,,,,,,,530,,2159050670,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1946
3769,HAR ADAR,7,74,,99,445,1,4058,4.1,4,,1986,190,,2123263710,825,720,10002475,2017,Har Adar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3769
1869,,3,32,323,14,,,,,,,,530,,2050071490,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1869
1868,,3,32,323,45,,,,,,,,530,,2009071920,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1868
1870,,3,32,323,,,,,,,,,530,,2105071460,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1870
3603,HAR GILLO,7,76,,76,445,1,1568,1.5,1.5,,1972,370,19,2163962544,917,714,10002521,2017,Har Gillo,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3603
1953,,6,62,627,48,,,,,,,,530,,1851048010,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1953
1951,,6,62,627,53,,,,,,,,530,,1883044330,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1951
1952,,6,62,627,54,,,,,,,,530,,2040048240,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1952
1948,,6,62,626,48,,,,,,,,530,,1728052230,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1948
1949,,6,62,626,51,,,,,,,,530,,2189054410,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1949
1947,,6,62,626,53,,,,,,,,530,,1658047710,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1947
1950,,6,62,626,54,,,,,,,,530,,2054052480,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1950
